id,0
230130,41.531593
230131,903.43475
230132,743.25275
230133,386.47565
230134,476.79987
230135,273.9778
230136,1847.6576
230137,1496.3644
230138,817.85834
230139,961.76825
230140,324.8119
230141,2075.9346
230142,1750.5825
230143,969.7665
230144,1137.4176
230145,130.45885
230146,923.7104
230147,782.7297
230148,395.80737
230149,493.59998
230150,275.6073
230151,1852.8612
230152,1502.2366
230153,807.68115
230154,956.5121
230155,357.425
230156,2115.8975
230157,1810.7023
230158,984.1835
230159,1152.2861
230160,111.51063
230161,630.85425
230162,530.5459
230163,288.21906
230164,333.85245
230165,203.64105
230166,1329.458
230167,1085.9355
230168,581.9086
230169,676.7489
230170,222.72923
230171,1514.5941
230172,1284.1818
230173,682.586
230174,809.7672
230175,86.68114
230176,-72.96058
230177,-29.62023
230178,16.117685
230179,-3.3610792
230180,-27.995792
230181,110.369705
230182,59.51819
230183,7.4860535
230184,9.271472
230185,-77.621475
230186,69.524635
230187,91.31301
230188,1.5765817
230189,29.13031
230190,180.14737
230191,1709.7374
230192,1414.0952
230193,753.95593
230194,926.00977
230195,567.8488
230196,3343.669
230197,2765.743
230198,1601.9589
230199,1853.4253
230200,676.83344
230201,3771.2322
230202,3166.9958
230203,1819.019
230204,2143.6997
230205,121.2182
230206,982.2128
230207,829.09515
230208,425.076
230209,519.39417
230210,337.70013
230211,1985.0265
230212,1660.4297
230213,908.63617
230214,1074.929
230215,389.56546
230216,2272.5508
230217,1961.1508
230218,1075.5779
230219,1255.604
230220,29.989708
230221,810.72363
230222,658.79364
230223,346.25903
230224,411.61896
230225,245.15405
230226,1658.7719
230227,1347.347
230228,762.20953
230229,884.83307
230230,277.34674
230231,1958.0463
230232,1617.8291
230233,899.25934
230234,1056.9939
230235,111.24987
230236,845.6135
230237,686.13324
230238,350.40262
230239,423.24988
230240,268.28912
230241,1684.7344
230242,1354.4882
230243,743.6855
230244,872.84717
230245,334.47836
230246,1970.4573
230247,1640.0886
230248,905.17267
230249,1063.7993
230250,115.818306
230251,550.99725
230252,464.61154
230253,278.90558
230254,312.77835
230255,201.89476
230256,1161.705
230257,968.5952
230258,550.21375
230259,624.26324
230260,217.25269
230261,1403.1245
230262,1164.6885
230263,638.17926
230264,762.19324
230265,102.37296
230266,-56.074493
230267,-21.85636
230268,29.351913
230269,3.1346838
230270,-0.84957254
230271,52.9426
230272,38.19964
230273,23.346209
230274,-3.7546663
230275,-71.296875
230276,43.436737
230277,67.70021
230278,9.298747
230279,20.587978
230280,152.68568
230281,1582.592
230282,1336.0978
230283,643.057
230284,831.6987
230285,492.5903
230286,3024.353
230287,2578.433
230288,1379.6924
230289,1634.0625
230290,611.24915
230291,3535.0564
230292,3018.7527
230293,1633.6234
230294,1986.773
230295,114.40669
230296,948.1337
230297,772.4682
230298,419.27936
230299,480.99127
230300,318.7307
230301,1845.4004
230302,1537.326
230303,854.6175
230304,988.9159
230305,368.0698
230306,2181.868
230307,1842.404
230308,1018.96625
230309,1199.48
230310,42.130722
230311,795.0349
230312,676.8972
230313,353.52402
230314,413.85373
230315,242.92429
230316,1643.6239
230317,1360.2234
230318,731.1059
230319,857.9827
230320,278.70334
230321,1918.5923
230322,1594.4011
230323,844.32355
230324,1017.37964
230325,111.14466
